"","X","draw","alpha","beta","gamma","tau","cause_code","age_code"
"646",19646,646,2.30493756,0.018805687,0.559919155,4.641884414,"cvd_stroke",45
"647",19647,647,3.407645912,0.027728419,0.358650962,3.606426195,"cvd_stroke",45
"648",19648,648,5.300987604,0.02393916,0.333130738,4.591905053,"cvd_stroke",45
"649",19649,649,2.470439382,0.023025793,0.480228174,5.411687162,"cvd_stroke",45
"650",19650,650,13.7563927,0.011046536,0.292556965,3.052971362,"cvd_stroke",45
"651",19651,651,4.173447103,0.004529111,0.589810088,4.495087425,"cvd_stroke",45
"652",19652,652,4.568835572,0.015976949,0.411551625,4.404066009,"cvd_stroke",45
"653",19653,653,27.62414147,0.003532241,0.323059681,4.304935439,"cvd_stroke",45
"654",19654,654,7.964905551,0.012474552,0.349989227,3.221135644,"cvd_stroke",45
"655",19655,655,2.453369954,0.015557832,0.617481789,2.931610025,"cvd_stroke",45
"656",19656,656,2.162562591,0.018293391,0.575613137,3.833692565,"cvd_stroke",45
"657",19657,657,2.042832002,0.061247198,0.441782429,3.650462563,"cvd_stroke",45
"658",19658,658,2.764705443,0.007808854,0.655836614,4.334050854,"cvd_stroke",45
"659",19659,659,9.134254455,0.010261495,0.34869808,2.806241126,"cvd_stroke",45
"660",19660,660,2.151161781,0.007985872,0.775446433,3.221267087,"cvd_stroke",45
"661",19661,661,9.378383762,0.00934042,0.378820324,5.361669253,"cvd_stroke",45
"662",19662,662,3.031370918,0.019417412,0.451500528,3.256623676,"cvd_stroke",45
"663",19663,663,146.0932323,0.001160589,0.280248983,3.537227673,"cvd_stroke",45
"664",19664,664,2.943693224,0.021439967,0.426616227,4.089261206,"cvd_stroke",45
"665",19665,665,4.664259601,0.007908212,0.499927329,3.457043058,"cvd_stroke",45
"666",19666,666,2.398278167,0.009193571,0.666901984,4.149008729,"cvd_stroke",45
"667",19667,667,3.055736405,0.047343869,0.367424614,3.331221877,"cvd_stroke",45
"668",19668,668,2.231291787,0.010862308,0.658055253,5.576230177,"cvd_stroke",45
"669",19669,669,122.965536,0.001236277,0.298765082,5.542157365,"cvd_stroke",45
"670",19670,670,2.800806588,0.0296308,0.417625827,5.869011147,"cvd_stroke",45
"671",19671,671,2.048454069,0.024223703,0.602343319,2.899886095,"cvd_stroke",45
"672",19672,672,21.35097366,0.007362112,0.274878567,2.477365776,"cvd_stroke",45
"673",19673,673,6.491633692,0.008554489,0.443650311,2.454890136,"cvd_stroke",45
"674",19674,674,252.4595773,0.000374525,0.322527797,4.651937323,"cvd_stroke",45
"675",19675,675,1.937753957,0.00685541,1.023924124,5.129422562,"cvd_stroke",45
"676",19676,676,46.24637375,0.002803827,0.310517478,2.448034367,"cvd_stroke",45
"677",19677,677,12.06459237,0.011403532,0.307071584,5.410973621,"cvd_stroke",45
"678",19678,678,88.31604609,0.000525391,0.446070621,4.512646898,"cvd_stroke",45
"679",19679,679,6.686741075,0.015109298,0.34565038,3.570159977,"cvd_stroke",45
"680",19680,680,53.12943285,0.00126867,0.352237854,3.506599964,"cvd_stroke",45
"681",19681,681,5.012589884,0.011752454,0.40710617,4.402260319,"cvd_stroke",45
"682",19682,682,2.018720325,0.027872775,0.534665695,4.391616983,"cvd_stroke",45
"683",19683,683,3.464088562,0.009817581,0.483237015,4.301967251,"cvd_stroke",45
"684",19684,684,14.25150331,0.008113398,0.329466508,5.261388942,"cvd_stroke",45
"685",19685,685,2.68760361,0.045257415,0.426283732,4.721020519,"cvd_stroke",45
"686",19686,686,2.123053355,0.001278033,1.050704745,4.487829522,"cvd_stroke",45
"687",19687,687,72.23328447,0.002280556,0.285073551,5.405590791,"cvd_stroke",45
"688",19688,688,2.316882681,0.03178217,0.41745034,4.804307256,"cvd_stroke",45
"689",19689,689,63.79850785,0.001886693,0.316486188,3.15894401,"cvd_stroke",45
"690",19690,690,2.433064729,0.016209104,0.556045067,4.250766642,"cvd_stroke",45
"691",19691,691,2.539403692,0.003543609,0.844200269,5.64971173,"cvd_stroke",45
"692",19692,692,2.498986308,0.029305041,0.547817113,4.311568007,"cvd_stroke",45
"693",19693,693,6.12171939,0.017056995,0.345448566,2.814620673,"cvd_stroke",45
"694",19694,694,168.1210272,0.000205766,0.438518771,5.879038645,"cvd_stroke",45
"695",19695,695,9.497226276,0.007169489,0.355679599,3.098263965,"cvd_stroke",45
"696",19696,696,2.751468592,0.023172677,0.440054391,2.449255072,"cvd_stroke",45
"697",19697,697,5.240066416,0.014815814,0.413806579,4.424517737,"cvd_stroke",45
"698",19698,698,2.139994359,0.030808385,0.449071991,4.159534951,"cvd_stroke",45
"699",19699,699,2.420905128,0.028231262,0.512573944,5.842810631,"cvd_stroke",45
"700",19700,700,10.67159407,0.002337584,0.499575666,3.634873756,"cvd_stroke",45
"701",19701,701,6.007907055,0.009329885,0.410373724,5.20578077,"cvd_stroke",45
"702",19702,702,2.335964148,0.002861444,0.973124217,5.467510428,"cvd_stroke",45
"703",19703,703,69.78091275,0.001833459,0.283738683,3.517219773,"cvd_stroke",45
"704",19704,704,3.37014714,0.024331686,0.48811695,4.596051793,"cvd_stroke",45
"705",19705,705,2.082705568,0.010670966,0.822630973,5.077238537,"cvd_stroke",45
"706",19706,706,2.825737706,0.021481339,0.480525151,4.333349365,"cvd_stroke",45
"707",19707,707,8.162251585,0.006317479,0.390290428,4.655019976,"cvd_stroke",45
"708",19708,708,3.648427554,0.008784399,0.518179605,4.225772519,"cvd_stroke",45
"709",19709,709,2.34188213,0.041151244,0.426642968,5.176793349,"cvd_stroke",45
"710",19710,710,4.469850465,0.022976626,0.41069104,2.91847888,"cvd_stroke",45
"711",19711,711,2.87754231,0.005064605,0.645482449,4.427161204,"cvd_stroke",45
"712",19712,712,40.57100329,0.001078481,0.434030989,4.172610956,"cvd_stroke",45
"713",19713,713,3.056975867,0.012466962,0.533710875,5.802648902,"cvd_stroke",45
"714",19714,714,10.47082746,0.021672146,0.267310888,2.470865712,"cvd_stroke",45
"715",19715,715,2.827258545,0.01621682,0.520347967,2.773136878,"cvd_stroke",45
"716",19716,716,2.362141022,0.009551384,0.776051247,5.470523605,"cvd_stroke",45
"717",19717,717,3.949827096,0.021600406,0.41074502,3.920503366,"cvd_stroke",45
"718",19718,718,9.669689669,0.005190819,0.441061492,5.20437602,"cvd_stroke",45
"719",19719,719,3.185258271,0.008881618,0.560133502,3.479571184,"cvd_stroke",45
"720",19720,720,3.221695031,0.046542324,0.345818903,3.015193448,"cvd_stroke",45
"721",19721,721,2.107692655,0.046377724,0.40897828,5.170527699,"cvd_stroke",45
"722",19722,722,3.177380061,0.017389707,0.480555967,3.099807093,"cvd_stroke",45
"723",19723,723,1.849436091,0.015887818,0.75847795,4.146034266,"cvd_stroke",45
"724",19724,724,6.600738337,0.010366027,0.404407819,4.921035296,"cvd_stroke",45
"725",19725,725,2.969374641,0.018276635,0.519813976,3.994823453,"cvd_stroke",45
"726",19726,726,11.70481691,0.014781475,0.270563716,5.007391689,"cvd_stroke",45
"727",19727,727,2.083473868,0.013636456,0.564143735,4.474701682,"cvd_stroke",45
"728",19728,728,2.719583131,0.063106344,0.362599596,2.649850964,"cvd_stroke",45
"729",19729,729,2.035373056,0.004176658,0.745624862,4.046372008,"cvd_stroke",45
"730",19730,730,2.168202027,0.034597785,0.474217238,3.349447315,"cvd_stroke",45
"731",19731,731,2.223716289,0.014252517,0.631993092,2.509574114,"cvd_stroke",45
"732",19732,732,2.816466952,0.019745387,0.419898993,5.087493738,"cvd_stroke",45
"733",19733,733,11.29302753,0.018985245,0.25466711,2.845214584,"cvd_stroke",45
"734",19734,734,4.193338195,0.032659374,0.341610698,5.2144334,"cvd_stroke",45
"735",19735,735,5.054890631,0.023780616,0.329290504,2.867415429,"cvd_stroke",45
"736",19736,736,2.791975364,0.018490796,0.525534731,5.12700701,"cvd_stroke",45
"737",19737,737,3.168242143,0.017989493,0.430851039,3.993382868,"cvd_stroke",45
"738",19738,738,2.319692231,0.025727925,0.532560612,4.442365126,"cvd_stroke",45
"739",19739,739,15.58558718,0.003388778,0.405674069,2.77235631,"cvd_stroke",45
"740",19740,740,5.849948099,0.01124275,0.416898072,5.099529776,"cvd_stroke",45
"741",19741,741,28.76424742,0.007591262,0.237988077,5.707898505,"cvd_stroke",45
"742",19742,742,2.110475426,0.005758697,0.826108323,5.641933634,"cvd_stroke",45
"743",19743,743,13.10432601,0.00925395,0.325910147,5.352993288,"cvd_stroke",45
"744",19744,744,4.318172932,0.027000852,0.341202332,2.736362549,"cvd_stroke",45
"745",19745,745,52.46891582,0.003443732,0.275697269,4.44156258,"cvd_stroke",45
"746",19746,746,2.070123909,0.0363574,0.497859448,3.640540956,"cvd_stroke",45
"747",19747,747,2.337383761,0.025393534,0.494543101,4.623871583,"cvd_stroke",45
"748",19748,748,2.389190445,0.002452388,0.987613069,4.500711763,"cvd_stroke",45
"749",19749,749,4.240328048,0.019269285,0.348371022,4.596155844,"cvd_stroke",45
"750",19750,750,2.922006765,0.05253167,0.360759669,3.19528007,"cvd_stroke",45
"751",19751,751,2.846868398,0.055267007,0.373541688,2.585974297,"cvd_stroke",45
"752",19752,752,2.593540608,0.005201325,0.864879641,5.889917386,"cvd_stroke",45
"753",19753,753,5.520055421,0.021887056,0.314852037,5.234024476,"cvd_stroke",45
"754",19754,754,91.59643861,0.000907882,0.372772115,3.82205767,"cvd_stroke",45
"755",19755,755,4.062187286,0.042773128,0.334693945,5.567065412,"cvd_stroke",45
"756",19756,756,2.492812834,0.022104619,0.463137614,5.069105162,"cvd_stroke",45
"757",19757,757,3.555984501,0.006976159,0.565340169,3.577812969,"cvd_stroke",45
"758",19758,758,72.4906272,0.001531805,0.301218331,2.639603029,"cvd_stroke",45
"759",19759,759,2.564926039,0.006515574,0.652534039,4.673776018,"cvd_stroke",45
"760",19760,760,2.733792624,0.033466905,0.398767428,2.562683102,"cvd_stroke",45
"761",19761,761,3.450465364,0.06076442,0.33649868,3.215829476,"cvd_stroke",45
"762",19762,762,2.23396976,0.032520241,0.531882533,5.129679837,"cvd_stroke",45
"763",19763,763,15.60411232,0.011457389,0.260702415,4.069521848,"cvd_stroke",45
"764",19764,764,5.285770848,0.031104942,0.303230143,3.310654701,"cvd_stroke",45
"765",19765,765,26.92039172,0.003471699,0.327037075,5.501470614,"cvd_stroke",45
"766",19766,766,7.278176603,0.00766145,0.403906618,4.618544281,"cvd_stroke",45
"767",19767,767,6.971988339,0.009294151,0.41501681,5.555850099,"cvd_stroke",45
"768",19768,768,9.116251434,0.010546066,0.353256585,4.136385904,"cvd_stroke",45
"769",19769,769,15.3120668,0.002989132,0.418223904,4.680110338,"cvd_stroke",45
"770",19770,770,2.918391588,0.048411711,0.407789271,2.686600067,"cvd_stroke",45
"771",19771,771,2.033560527,0.006844245,0.851018156,5.565788151,"cvd_stroke",45
"772",19772,772,2.409610115,0.009483976,0.797375245,3.248402047,"cvd_stroke",45
"773",19773,773,2.016545243,0.005788546,0.950219406,4.340024911,"cvd_stroke",45
"774",19774,774,20.15414553,0.003673598,0.376379345,4.746080587,"cvd_stroke",45
"775",19775,775,3.365723182,0.004092706,0.619025781,2.764467283,"cvd_stroke",45
"776",19776,776,2.167107649,0.010825248,0.72020091,5.781754422,"cvd_stroke",45
"777",19777,777,2.570330589,0.007906145,0.724745956,4.435123326,"cvd_stroke",45
"778",19778,778,2.546511735,0.017977442,0.563129295,2.827816317,"cvd_stroke",45
"779",19779,779,2.495089183,0.054515091,0.403455517,3.9374496,"cvd_stroke",45
"780",19780,780,2.793908024,0.007688012,0.678309362,5.59575523,"cvd_stroke",45
"781",19781,781,3.600428642,0.019211576,0.436669159,4.321576176,"cvd_stroke",45
"782",19782,782,25.62110545,0.004072774,0.339080801,4.469490489,"cvd_stroke",45
"783",19783,783,2.153118128,0.022458923,0.524113705,3.035155049,"cvd_stroke",45
"784",19784,784,2.871687128,0.013954013,0.480948943,3.396819686,"cvd_stroke",45
"785",19785,785,7.282345366,0.010938437,0.387651575,3.908742255,"cvd_stroke",45
"786",19786,786,73.30322928,0.000819462,0.38329922,4.443733045,"cvd_stroke",45
"787",19787,787,2.370058965,0.00708088,0.699599723,4.539267862,"cvd_stroke",45
"788",19788,788,2.540690843,0.008033233,0.674830268,2.617342037,"cvd_stroke",45
"789",19789,789,2.632135561,0.030493811,0.421840813,3.173697998,"cvd_stroke",45
"790",19790,790,3.677989204,0.022554314,0.370466309,4.218471375,"cvd_stroke",45
"791",19791,791,34.35611789,0.002639455,0.366680697,2.822042985,"cvd_stroke",45
"792",19792,792,42.66547458,0.001535643,0.390604954,3.851030075,"cvd_stroke",45
"793",19793,793,7.940649286,0.011049553,0.340622426,4.179257178,"cvd_stroke",45
"794",19794,794,2.589454492,0.008826431,0.597937205,4.817499484,"cvd_stroke",45
"795",19795,795,2.30348912,0.001703552,1.050330378,3.526694552,"cvd_stroke",45
"796",19796,796,4.685707502,0.005496621,0.521956657,4.761151071,"cvd_stroke",45
"797",19797,797,2.369475441,0.013094219,0.767154225,4.964086939,"cvd_stroke",45
"798",19798,798,21.56374097,0.004518467,0.348520681,3.619048829,"cvd_stroke",45
"799",19799,799,2.106285336,0.030053296,0.402211681,3.529957648,"cvd_stroke",45
"800",19800,800,4.634600797,0.012820708,0.444717059,3.470740629,"cvd_stroke",45
"801",19801,801,2.052557342,0.011254871,0.623762779,4.305720291,"cvd_stroke",45
"802",19802,802,31.15893131,0.001185654,0.43892457,3.674561543,"cvd_stroke",45
"803",19803,803,1.916733989,0.013757573,0.651430102,5.136965222,"cvd_stroke",45
"804",19804,804,1.692618399,0.047405381,0.463077384,4.588116076,"cvd_stroke",45
"805",19805,805,3.790780846,0.018382373,0.379994305,4.016036613,"cvd_stroke",45
"806",19806,806,1.609985744,0.064122948,0.462398743,3.02154859,"cvd_stroke",45
"807",19807,807,6.953564398,0.013763076,0.357843331,5.069292711,"cvd_stroke",45
"808",19808,808,30.69697111,0.004007021,0.297483396,5.867813689,"cvd_stroke",45
"809",19809,809,2.520454064,0.057951594,0.379561994,3.915814852,"cvd_stroke",45
"810",19810,810,2.892148352,0.030794037,0.356200213,4.839268472,"cvd_stroke",45
"811",19811,811,2.332958866,0.009677037,0.686116497,2.499089845,"cvd_stroke",45
"812",19812,812,12.70250474,0.004219098,0.386732313,3.40868292,"cvd_stroke",45
"813",19813,813,1.729575801,0.002165646,0.841892566,4.764445762,"cvd_stroke",45
"814",19814,814,2.155236494,0.018556578,0.646836273,4.130898396,"cvd_stroke",45
"815",19815,815,4.482040026,0.029201767,0.307278363,4.257480972,"cvd_stroke",45
"816",19816,816,3.024220031,0.020898473,0.457355429,4.117519851,"cvd_stroke",45
"817",19817,817,6.403968587,0.011320467,0.369959502,4.673583522,"cvd_stroke",45
"818",19818,818,2.606852077,0.010351407,0.651149504,2.470393952,"cvd_stroke",45
"819",19819,819,2.498796765,0.017926091,0.421544868,5.425480294,"cvd_stroke",45
"820",19820,820,7.853229258,0.011291909,0.359073542,2.899090144,"cvd_stroke",45
"821",19821,821,2.724603774,0.004360466,0.735315069,3.800690339,"cvd_stroke",45
"822",19822,822,5.443269119,0.008042529,0.450148348,4.603902373,"cvd_stroke",45
"823",19823,823,2.267492578,0.005478554,0.85434805,4.446443798,"cvd_stroke",45
"824",19824,824,3.883077964,0.012188799,0.474726394,5.444943473,"cvd_stroke",45
"825",19825,825,20.11038386,0.003469547,0.365114641,4.737374034,"cvd_stroke",45
"826",19826,826,2.527473625,0.03632374,0.501771958,3.118601034,"cvd_stroke",45
"827",19827,827,1.839858165,0.020817406,0.556274412,5.20157493,"cvd_stroke",45
"828",19828,828,2.601409158,0.010249061,0.634954499,2.804312333,"cvd_stroke",45
"829",19829,829,107.0861739,0.000994829,0.325661586,3.295910532,"cvd_stroke",45
"830",19830,830,1.80265786,0.085630444,0.363807912,5.33743543,"cvd_stroke",45
"831",19831,831,2.7454881,0.015248411,0.511457673,4.927190847,"cvd_stroke",45
"832",19832,832,2.717338962,0.02422745,0.43451313,4.480050134,"cvd_stroke",45
"833",19833,833,41.07739659,0.00340102,0.312449002,3.334045426,"cvd_stroke",45
"834",19834,834,7.698078124,0.017376319,0.304587455,3.974068535,"cvd_stroke",45
"835",19835,835,21.21550147,0.002576927,0.404621504,3.263769925,"cvd_stroke",45
"836",19836,836,4.372100859,0.025911443,0.360951676,3.658042517,"cvd_stroke",45
"837",19837,837,3.805870414,0.00785442,0.531499805,5.261844378,"cvd_stroke",45
"838",19838,838,2.640449306,0.009862082,0.604489601,3.42783487,"cvd_stroke",45
"839",19839,839,2.173651204,0.026445494,0.465543275,3.347777531,"cvd_stroke",45
"840",19840,840,2.198422462,0.033855092,0.57690031,4.039003113,"cvd_stroke",45
"841",19841,841,2.250607065,0.014336038,0.752349902,2.478023436,"cvd_stroke",45
"842",19842,842,2.432187591,0.007989289,0.694601775,2.578755501,"cvd_stroke",45
"843",19843,843,17.21579122,0.004060039,0.372382138,5.671715103,"cvd_stroke",45
"844",19844,844,11.93063812,0.013725268,0.251510424,4.579897911,"cvd_stroke",45
"845",19845,845,2.463122562,0.037093399,0.524245928,4.392109181,"cvd_stroke",45
"846",19846,846,2.285594537,0.024525406,0.526609128,3.764301812,"cvd_stroke",45
"847",19847,847,2.793348879,0.01317396,0.539813092,2.956662211,"cvd_stroke",45
"848",19848,848,2.657815869,0.028209472,0.529510863,3.581266097,"cvd_stroke",45
"849",19849,849,1.963776134,0.010689323,0.624291472,2.706449558,"cvd_stroke",45
"850",19850,850,89.31068195,0.001340104,0.27692939,3.575609526,"cvd_stroke",45
"851",19851,851,2.323421842,0.028408645,0.450666556,4.778137415,"cvd_stroke",45
"852",19852,852,2.784097017,0.01785688,0.467396581,4.525210127,"cvd_stroke",45
"853",19853,853,16.67851862,0.005009396,0.358970232,5.473755351,"cvd_stroke",45
"854",19854,854,2.060102148,0.022208593,0.559145924,4.579267899,"cvd_stroke",45
"855",19855,855,12.61524384,0.003874611,0.418624312,3.94782031,"cvd_stroke",45
"856",19856,856,4.936844255,0.027484756,0.30336556,5.345141487,"cvd_stroke",45
"857",19857,857,2.131463257,0.009028083,0.937253546,5.253020965,"cvd_stroke",45
"858",19858,858,7.845234625,0.017736527,0.307508165,4.096759771,"cvd_stroke",45
"859",19859,859,1.56539768,0.002336265,1.270997478,3.404224226,"cvd_stroke",45
"860",19860,860,2.020149304,0.013908358,0.740852489,4.887761316,"cvd_stroke",45
"861",19861,861,3.767978248,0.023835085,0.41691108,3.23500542,"cvd_stroke",45
"862",19862,862,2.465980289,0.016070453,0.528876066,5.589443738,"cvd_stroke",45
"863",19863,863,2.614513087,0.018700244,0.501861903,4.849635951,"cvd_stroke",45
"864",19864,864,2.43470888,0.028011512,0.4060282,2.501017977,"cvd_stroke",45
"865",19865,865,49.71097388,0.003677254,0.259749073,5.377421346,"cvd_stroke",45
"866",19866,866,4.849441838,0.012778897,0.416945399,4.112300679,"cvd_stroke",45
"867",19867,867,7.701717808,0.02127183,0.278566538,3.397022167,"cvd_stroke",45
"868",19868,868,3.069785468,0.008685594,0.579097758,4.93521943,"cvd_stroke",45
"869",19869,869,7.216167659,0.00806732,0.408174581,4.562794778,"cvd_stroke",45
"870",19870,870,55.38346564,0.002234464,0.309689695,3.421540095,"cvd_stroke",45
"871",19871,871,2.190803789,0.004948185,0.826450741,5.055200301,"cvd_stroke",45
"872",19872,872,17.6179625,0.007133259,0.328977123,3.983181535,"cvd_stroke",45
"873",19873,873,2.416610644,0.013318953,0.642247631,2.668124801,"cvd_stroke",45
"874",19874,874,2.716403002,0.021562385,0.504918082,2.994829709,"cvd_stroke",45
"875",19875,875,2.614029875,0.024297095,0.572801346,5.041413137,"cvd_stroke",45
"876",19876,876,2.417389268,0.006231599,0.616704867,5.662081276,"cvd_stroke",45
"877",19877,877,38.63788876,0.005511918,0.26530879,3.856328557,"cvd_stroke",45
"878",19878,878,4.008701439,0.060878171,0.279226983,2.698358144,"cvd_stroke",45
"879",19879,879,15.7463571,0.0224315,0.205939689,4.036719423,"cvd_stroke",45
"880",19880,880,18.00796683,0.007521527,0.29097944,5.869362612,"cvd_stroke",45
"881",19881,881,5.287818813,0.014874533,0.385320649,3.455220752,"cvd_stroke",45
"882",19882,882,3.277483824,0.028825506,0.432418443,4.629494389,"cvd_stroke",45
"883",19883,883,5.353544688,0.010356985,0.424887138,5.464700833,"cvd_stroke",45
"884",19884,884,2.853487023,0.014247644,0.464599005,2.707751993,"cvd_stroke",45
"885",19885,885,11.32655594,0.013816269,0.305844534,3.522447446,"cvd_stroke",45
"886",19886,886,2.603852123,0.003838488,0.714733359,2.688184617,"cvd_stroke",45
"887",19887,887,3.149818393,0.011933724,0.568486527,5.389721194,"cvd_stroke",45
"888",19888,888,2.27218809,0.038070338,0.468619608,3.330827781,"cvd_stroke",45
"889",19889,889,9.802493688,0.016514067,0.290830455,5.670767123,"cvd_stroke",45
"890",19890,890,2.979498849,0.009699116,0.530492236,2.495711361,"cvd_stroke",45
"891",19891,891,43.57107094,0.003651753,0.297421842,4.255464124,"cvd_stroke",45
"892",19892,892,2.829447061,0.008218719,0.540153899,3.907441992,"cvd_stroke",45
"893",19893,893,3.039039135,0.021571012,0.463756881,3.718718235,"cvd_stroke",45
"894",19894,894,4.73000025,0.018111564,0.364245905,2.844290268,"cvd_stroke",45
"895",19895,895,8.341261722,0.00923592,0.379569211,2.592907982,"cvd_stroke",45
"896",19896,896,2.301352593,0.016765265,0.632299527,5.463929008,"cvd_stroke",45
"897",19897,897,39.65863348,0.004898704,0.256884067,3.979299001,"cvd_stroke",45
"898",19898,898,23.98629802,0.009356801,0.240189106,2.632832186,"cvd_stroke",45
"899",19899,899,1.932658848,0.045178241,0.543401238,5.604144082,"cvd_stroke",45
"900",19900,900,3.363754548,0.008152883,0.542189411,5.019261955,"cvd_stroke",45
"901",19901,901,110.6206906,0.001277983,0.305678736,5.518612612,"cvd_stroke",45
"902",19902,902,2.948113454,0.007756723,0.575434906,4.795161348,"cvd_stroke",45
"903",19903,903,33.35047832,0.002957618,0.342857797,3.902528912,"cvd_stroke",45
"904",19904,904,2.630352838,0.027566181,0.49823633,3.513597488,"cvd_stroke",45
"905",19905,905,4.187200326,0.020965337,0.381424144,4.527952339,"cvd_stroke",45
"906",19906,906,114.1822287,0.000446156,0.390139263,3.977616173,"cvd_stroke",45
"907",19907,907,2.409176142,0.009963277,0.628441072,3.004307642,"cvd_stroke",45
"908",19908,908,4.054904297,0.014257116,0.410707977,3.216723964,"cvd_stroke",45
"909",19909,909,4.360568933,0.023869552,0.359050634,5.335984964,"cvd_stroke",45
"910",19910,910,67.97957038,0.002390383,0.278610254,5.509688591,"cvd_stroke",45
"911",19911,911,2.710982658,0.007478736,0.584551215,3.08557658,"cvd_stroke",45
"912",19912,912,2.629232759,0.010102034,0.629080355,5.227148967,"cvd_stroke",45
"913",19913,913,91.55050449,0.000739692,0.374028563,3.485092215,"cvd_stroke",45
"914",19914,914,2.60041308,0.004079496,0.750283902,3.981491625,"cvd_stroke",45
"915",19915,915,2.31046563,0.0435762,0.427297888,5.433948509,"cvd_stroke",45
"916",19916,916,2.615535839,0.002450329,1.097929562,5.869821426,"cvd_stroke",45
"917",19917,917,3.000504291,0.017927191,0.447738339,2.656851065,"cvd_stroke",45
"918",19918,918,3.513154104,0.018711917,0.42212907,3.03758014,"cvd_stroke",45
"919",19919,919,2.045375135,0.012180984,0.589571641,3.046621674,"cvd_stroke",45
"920",19920,920,1.906520524,0.011893117,0.668351737,5.124244419,"cvd_stroke",45
"921",19921,921,3.292491785,0.034329646,0.403684387,2.797575418,"cvd_stroke",45
"922",19922,922,3.987145016,0.010457942,0.482454996,4.865993513,"cvd_stroke",45
"923",19923,923,2.455511029,0.004863882,0.938090426,5.077828301,"cvd_stroke",45
"924",19924,924,6.529479093,0.021715916,0.298368903,5.464189556,"cvd_stroke",45
"925",19925,925,3.432585564,0.01862691,0.523596823,4.59478451,"cvd_stroke",45
"926",19926,926,9.781068194,0.010555601,0.369308995,4.633884731,"cvd_stroke",45
"927",19927,927,2.250589462,0.001516366,1.207049813,3.051709888,"cvd_stroke",45
"928",19928,928,28.58454055,0.002206708,0.387687381,5.544665601,"cvd_stroke",45
"929",19929,929,4.580276206,0.021820809,0.357368378,4.094644085,"cvd_stroke",45
"930",19930,930,16.96884937,0.009129737,0.294833387,5.341734557,"cvd_stroke",45
"931",19931,931,7.538870572,0.014596,0.319180286,4.339887885,"cvd_stroke",45
"932",19932,932,4.055074911,0.018801732,0.349860955,5.841023311,"cvd_stroke",45
"933",19933,933,3.051176523,0.009522575,0.532606493,4.640137214,"cvd_stroke",45
"934",19934,934,2.276594784,0.010251715,0.69293063,4.606615454,"cvd_stroke",45
"935",19935,935,4.548353558,0.018408242,0.405761957,4.162463919,"cvd_stroke",45
"936",19936,936,23.53086064,0.003811869,0.355499957,3.689716491,"cvd_stroke",45
"937",19937,937,50.90828486,0.001171103,0.398031995,3.233475154,"cvd_stroke",45
"938",19938,938,11.61315471,0.01632963,0.275877761,3.904254931,"cvd_stroke",45
"939",19939,939,2.02473372,0.011578006,0.830343672,5.08914381,"cvd_stroke",45
"940",19940,940,7.8122095,0.01649529,0.317277963,5.051814528,"cvd_stroke",45
"941",19941,941,87.29518478,0.002336459,0.253110413,3.625150184,"cvd_stroke",45
"942",19942,942,2.530648448,0.017395773,0.506703078,4.90172954,"cvd_stroke",45
"943",19943,943,10.18928028,0.003283184,0.462547422,5.224312351,"cvd_stroke",45
"944",19944,944,1.883531003,0.01354314,0.809835097,4.954973313,"cvd_stroke",45
"945",19945,945,2.341654931,0.018117752,0.617620877,2.732688951,"cvd_stroke",45
"946",19946,946,2.42622955,0.008480541,0.73801665,2.446029844,"cvd_stroke",45
"947",19947,947,2.339692281,0.001326765,1.182314356,3.776728673,"cvd_stroke",45
"948",19948,948,17.80059495,0.00422351,0.365279355,3.326359003,"cvd_stroke",45
"949",19949,949,2.887975388,0.019299166,0.463132024,5.665294523,"cvd_stroke",45
"950",19950,950,144.0556272,0.000357283,0.410161263,5.110422031,"cvd_stroke",45
"951",19951,951,2.783050193,0.010398792,0.599112661,3.069169661,"cvd_stroke",45
"952",19952,952,8.878874798,0.007174472,0.393177839,2.948261996,"cvd_stroke",45
"953",19953,953,2.822108571,0.013412406,0.533999796,4.011646587,"cvd_stroke",45
"954",19954,954,152.4689029,0.001215592,0.265792598,3.53717273,"cvd_stroke",45
"955",19955,955,2.249209191,0.002366159,0.96236004,5.891291363,"cvd_stroke",45
"956",19956,956,2.558887296,0.017261598,0.530811643,5.168895693,"cvd_stroke",45
"957",19957,957,3.350056114,0.011266018,0.51193582,3.501043012,"cvd_stroke",45
"958",19958,958,22.17105085,0.008150345,0.26545763,4.905434144,"cvd_stroke",45
"959",19959,959,2.27793452,0.003288505,1.155689066,3.427434109,"cvd_stroke",45
"960",19960,960,3.39038175,0.018794333,0.481295785,3.213440274,"cvd_stroke",45
"961",19961,961,4.071742245,0.010195137,0.434050913,3.687225595,"cvd_stroke",45
"962",19962,962,5.564767582,0.009462537,0.415482514,3.528938908,"cvd_stroke",45
"963",19963,963,2.253560203,0.00843824,0.794931744,3.650168103,"cvd_stroke",45
"964",19964,964,49.5060089,0.002327499,0.316732302,4.43485178,"cvd_stroke",45
"965",19965,965,79.18409589,0.000910131,0.370579014,5.34630623,"cvd_stroke",45
"966",19966,966,2.753072897,0.01606207,0.605894347,5.788848052,"cvd_stroke",45
"967",19967,967,3.690812893,0.036610231,0.325480757,3.559304228,"cvd_stroke",45
"968",19968,968,3.023501715,0.036444778,0.450610672,2.565645897,"cvd_stroke",45
"969",19969,969,2.475816589,0.020512251,0.600746396,5.286070658,"cvd_stroke",45
