"","X","draw","alpha","beta","gamma","tau","cause_code","age_code"
"322",19322,322,10.05418382,0.016122185,0.293083294,4.371553311,"cvd_stroke",45
"323",19323,323,2.799809985,0.019598526,0.467567089,5.19765284,"cvd_stroke",45
"324",19324,324,47.01176302,0.002678406,0.316324685,4.380558121,"cvd_stroke",45
"325",19325,325,2.000931852,0.010920952,0.603098505,4.379578531,"cvd_stroke",45
"326",19326,326,79.07033179,0.000985093,0.349554841,3.167684693,"cvd_stroke",45
"327",19327,327,4.193352306,0.010685593,0.445568444,2.898895055,"cvd_stroke",45
"328",19328,328,2.225066585,0.03027526,0.377015734,4.664479356,"cvd_stroke",45
"329",19329,329,6.049059587,0.013948979,0.327172775,2.59014775,"cvd_stroke",45
"330",19330,330,2.16206151,0.002857747,0.867144914,3.238865709,"cvd_stroke",45
"331",19331,331,47.04451146,0.001554576,0.374062343,3.175119108,"cvd_stroke",45
"332",19332,332,15.68400766,0.001194613,0.484927165,5.736510889,"cvd_stroke",45
"333",19333,333,20.25389447,0.005676953,0.3021584,3.426138827,"cvd_stroke",45
"334",19334,334,2.5935101,0.037242751,0.413658484,3.566607053,"cvd_stroke",45
"335",19335,335,94.05660976,0.000896045,0.333360946,3.108480887,"cvd_stroke",45
"336",19336,336,4.519415475,0.019465973,0.375782724,2.808501638,"cvd_stroke",45
"337",19337,337,2.92933115,0.045574683,0.320343849,3.700497753,"cvd_stroke",45
"338",19338,338,49.06210084,0.003943663,0.265499021,3.579642312,"cvd_stroke",45
"339",19339,339,2.163942833,0.045656367,0.511357653,4.22884836,"cvd_stroke",45
"340",19340,340,2.466349787,0.014103158,0.549813082,4.456646064,"cvd_stroke",45
"341",19341,341,2.246558251,0.000290452,1.798978877,3.557202094,"cvd_stroke",45
"342",19342,342,3.560218833,0.022938588,0.360103881,2.836232705,"cvd_stroke",45
"343",19343,343,35.17318474,0.003339018,0.348755318,5.500691546,"cvd_stroke",45
"344",19344,344,2.814408052,0.010063483,0.554884487,5.72655973,"cvd_stroke",45
"345",19345,345,8.790150241,0.022115884,0.290232957,5.806543792,"cvd_stroke",45
"346",19346,346,2.224782866,0.016534885,0.590419412,2.968929567,"cvd_stroke",45
"347",19347,347,12.62364839,0.008202611,0.346136253,2.420426368,"cvd_stroke",45
"348",19348,348,5.510933489,0.013234143,0.407806109,2.445934134,"cvd_stroke",45
"349",19349,349,61.76497175,0.001451595,0.336270252,3.69582334,"cvd_stroke",45
"350",19350,350,9.80805671,0.028450143,0.190574782,5.709873387,"cvd_stroke",45
"351",19351,351,3.648879203,0.012083215,0.477758279,2.526937395,"cvd_stroke",45
"352",19352,352,2.67067348,0.036505188,0.407914189,3.290157867,"cvd_stroke",45
"353",19353,353,7.559002962,0.012308377,0.370966967,2.673327603,"cvd_stroke",45
"354",19354,354,2.420680726,0.013180919,0.556620091,2.956358588,"cvd_stroke",45
"355",19355,355,2.41853014,0.019093155,0.509971621,3.568212228,"cvd_stroke",45
"356",19356,356,4.725060294,0.020474211,0.369284243,3.068819222,"cvd_stroke",45
"357",19357,357,22.53474843,0.002444117,0.391114279,5.302163042,"cvd_stroke",45
"358",19358,358,2.218765939,0.008502749,0.69282629,4.47980965,"cvd_stroke",45
"359",19359,359,2.630402428,0.020581323,0.51444089,4.898168265,"cvd_stroke",45
"360",19360,360,2.237547103,0.027453081,0.443702505,3.716569376,"cvd_stroke",45
"361",19361,361,2.575858207,0.010131348,0.587770918,4.528933989,"cvd_stroke",45
"362",19362,362,2.423837453,0.00400843,0.854967529,4.714126423,"cvd_stroke",45
"363",19363,363,2.596161865,0.022953078,0.452180641,3.809246099,"cvd_stroke",45
"364",19364,364,10.58711542,0.003124892,0.476804168,4.654893214,"cvd_stroke",45
"365",19365,365,3.897654119,0.009069074,0.535876546,4.52951672,"cvd_stroke",45
"366",19366,366,5.667580412,0.011528859,0.4092803,5.042179748,"cvd_stroke",45
"367",19367,367,43.65435393,0.004124248,0.249121567,4.833989954,"cvd_stroke",45
"368",19368,368,2.34868716,0.032156465,0.464297175,5.576747311,"cvd_stroke",45
"369",19369,369,2.518273513,0.014525622,0.630984761,4.906415807,"cvd_stroke",45
"370",19370,370,9.429285287,0.012534908,0.303394208,4.721422544,"cvd_stroke",45
"371",19371,371,51.28967529,0.00373198,0.290628523,4.247160211,"cvd_stroke",45
"372",19372,372,2.345816795,0.011171641,0.685695757,4.270374198,"cvd_stroke",45
"373",19373,373,4.511467372,0.04433216,0.298301272,4.871164363,"cvd_stroke",45
"374",19374,374,3.557620564,0.032977884,0.368611173,2.743463509,"cvd_stroke",45
"375",19375,375,2.005279069,0.028162731,0.562476394,3.855129427,"cvd_stroke",45
"376",19376,376,71.92890885,0.001016202,0.373983139,4.489096925,"cvd_stroke",45
"377",19377,377,5.355905644,0.080986934,0.187595468,5.75679176,"cvd_stroke",45
"378",19378,378,57.99991627,0.001084488,0.368889506,4.130210042,"cvd_stroke",45
"379",19379,379,3.485908836,0.010683862,0.481701728,4.946147315,"cvd_stroke",45
"380",19380,380,2.57971537,0.012972753,0.687384763,3.257826953,"cvd_stroke",45
"381",19381,381,3.317949857,0.021760729,0.464898684,3.256192813,"cvd_stroke",45
"382",19382,382,4.208037268,0.018381207,0.402767734,3.844984577,"cvd_stroke",45
"383",19383,383,7.45847265,0.020129287,0.293052047,5.203152294,"cvd_stroke",45
"384",19384,384,44.76221785,0.002492517,0.29708266,5.348307536,"cvd_stroke",45
"385",19385,385,2.662861748,0.0113802,0.515870164,2.473543348,"cvd_stroke",45
"386",19386,386,4.7113902,0.017312402,0.397389774,3.36849759,"cvd_stroke",45
"387",19387,387,8.447877602,0.006855689,0.391918593,5.283610319,"cvd_stroke",45
"388",19388,388,2.205645215,0.032611354,0.555774931,3.722548728,"cvd_stroke",45
"389",19389,389,24.00074704,0.007638971,0.248640199,5.308742908,"cvd_stroke",45
"390",19390,390,3.215052793,0.019925044,0.473463507,4.62279247,"cvd_stroke",45
"391",19391,391,2.471271449,0.014768438,0.577333763,5.468200077,"cvd_stroke",45
"392",19392,392,41.22462156,0.003012767,0.307822984,3.985561904,"cvd_stroke",45
"393",19393,393,1.800492504,0.019276808,0.669705599,5.086660975,"cvd_stroke",45
"394",19394,394,2.915312051,0.031887503,0.408943685,4.575936836,"cvd_stroke",45
"395",19395,395,44.28401126,0.000981749,0.42820676,4.514192586,"cvd_stroke",45
"396",19396,396,8.164352032,0.004733712,0.463715385,3.83453565,"cvd_stroke",45
"397",19397,397,5.539507796,0.01800369,0.331509652,4.325695731,"cvd_stroke",45
"398",19398,398,2.98005401,0.017854951,0.566497171,4.084579639,"cvd_stroke",45
"399",19399,399,2.024495431,0.026328722,0.514860369,5.467825948,"cvd_stroke",45
"400",19400,400,3.113201469,0.025126983,0.398758888,4.798324577,"cvd_stroke",45
"401",19401,401,38.98385694,0.002421765,0.345740098,3.171916894,"cvd_stroke",45
"402",19402,402,2.271397205,0.020628352,0.558505913,3.67290655,"cvd_stroke",45
"403",19403,403,15.68074848,0.002530654,0.432373496,3.104192355,"cvd_stroke",45
"404",19404,404,2.789553493,0.015926039,0.495911455,2.620024451,"cvd_stroke",45
"405",19405,405,4.349616428,0.015104409,0.426108733,3.815773616,"cvd_stroke",45
"406",19406,406,1.868840298,0.032546158,0.474081433,5.481548509,"cvd_stroke",45
"407",19407,407,4.124591618,0.016808732,0.396844322,3.259059346,"cvd_stroke",45
"408",19408,408,17.95268984,0.00535448,0.366206485,4.789062261,"cvd_stroke",45
"409",19409,409,17.09625261,0.006337494,0.344399244,4.452696886,"cvd_stroke",45
"410",19410,410,12.20887264,0.01109499,0.304923932,4.278981695,"cvd_stroke",45
"411",19411,411,12.5912347,0.00850681,0.326518344,4.074636988,"cvd_stroke",45
"412",19412,412,2.246513724,0.018437888,0.503732599,5.639714657,"cvd_stroke",45
"413",19413,413,5.671342938,0.00633579,0.481546055,4.185146198,"cvd_stroke",45
"414",19414,414,2.51748562,0.012427548,0.599371937,2.77704468,"cvd_stroke",45
"415",19415,415,61.75531697,0.004943188,0.166331852,3.0913695,"cvd_stroke",45
"416",19416,416,3.706990592,0.044075885,0.348874641,4.521289769,"cvd_stroke",45
"417",19417,417,2.78254558,0.02503939,0.480247381,4.030387934,"cvd_stroke",45
"418",19418,418,1.483287977,0.012076382,0.777154249,3.044556699,"cvd_stroke",45
"419",19419,419,2.59914509,0.013244132,0.582629701,5.058107187,"cvd_stroke",45
"420",19420,420,2.924830866,0.044322389,0.395201066,5.885394368,"cvd_stroke",45
"421",19421,421,16.94846076,0.006071492,0.329737858,5.360287773,"cvd_stroke",45
"422",19422,422,2.981458993,0.020879707,0.450929379,5.668297484,"cvd_stroke",45
"423",19423,423,2.660699404,0.028915394,0.444733459,4.302047059,"cvd_stroke",45
"424",19424,424,30.6739116,0.002940778,0.3580195,2.933875876,"cvd_stroke",45
"425",19425,425,2.781998403,0.003171914,0.632254706,4.514985035,"cvd_stroke",45
"426",19426,426,8.792709561,0.011454884,0.35951535,2.434325888,"cvd_stroke",45
"427",19427,427,5.648714145,0.013211272,0.37038247,2.401106471,"cvd_stroke",45
"428",19428,428,2.145440734,0.002461511,1.096592414,5.364543598,"cvd_stroke",45
"429",19429,429,2.747648085,0.010692563,0.578746066,2.8760034,"cvd_stroke",45
"430",19430,430,3.667373186,0.028405356,0.346414402,3.811296348,"cvd_stroke",45
"431",19431,431,2.865083305,0.013281933,0.500997211,5.425439635,"cvd_stroke",45
"432",19432,432,2.546923322,0.005787875,0.635068881,4.632397036,"cvd_stroke",45
"433",19433,433,2.26384763,0.058879342,0.344086533,3.466819605,"cvd_stroke",45
"434",19434,434,2.221972428,0.011192004,0.58310189,4.578387749,"cvd_stroke",45
"435",19435,435,2.147203428,0.010554195,0.702125721,5.343764318,"cvd_stroke",45
"436",19436,436,3.065148354,0.018412985,0.472721818,2.843350062,"cvd_stroke",45
"437",19437,437,2.375733302,0.004294659,0.767435876,3.961583593,"cvd_stroke",45
"438",19438,438,2.925142124,0.00976059,0.573311569,5.521746879,"cvd_stroke",45
"439",19439,439,2.567233675,0.012871469,0.615186971,2.930647665,"cvd_stroke",45
"440",19440,440,2.636442858,0.049831304,0.413337969,2.841438375,"cvd_stroke",45
"441",19441,441,10.69485024,0.012323721,0.311930581,3.201554566,"cvd_stroke",45
"442",19442,442,2.758609868,0.011049952,0.548137933,5.456682215,"cvd_stroke",45
"443",19443,443,4.492406666,0.011594665,0.455421778,3.388843381,"cvd_stroke",45
"444",19444,444,2.366048292,0.013250944,0.645636028,2.716569776,"cvd_stroke",45
"445",19445,445,3.98367954,0.035736031,0.341682746,5.622544988,"cvd_stroke",45
"446",19446,446,8.023984834,0.014457283,0.303012695,2.772265127,"cvd_stroke",45
"447",19447,447,2.252160147,0.012350442,0.685646936,3.045594738,"cvd_stroke",45
"448",19448,448,20.78552331,0.004642783,0.313695255,4.245552727,"cvd_stroke",45
"449",19449,449,1.664343874,0.018282625,0.591845047,3.978525049,"cvd_stroke",45
"450",19450,450,2.574103327,0.011759681,0.630515552,5.198317843,"cvd_stroke",45
"451",19451,451,4.442366434,0.007528347,0.443779895,4.048826775,"cvd_stroke",45
"452",19452,452,2.678892912,0.023992394,0.443017735,5.409348798,"cvd_stroke",45
"453",19453,453,5.272922948,0.009643055,0.451286753,3.887165266,"cvd_stroke",45
"454",19454,454,7.315078668,0.04149613,0.233416092,5.084050681,"cvd_stroke",45
"455",19455,455,4.605360481,0.028344769,0.3491017,2.633516306,"cvd_stroke",45
"456",19456,456,9.969794732,0.003673202,0.447488843,4.990912779,"cvd_stroke",45
"457",19457,457,2.212973427,0.013916627,0.577690538,4.857084037,"cvd_stroke",45
"458",19458,458,6.849792134,0.004558741,0.488752739,3.253857279,"cvd_stroke",45
"459",19459,459,11.47648921,0.002994189,0.455038061,2.536377677,"cvd_stroke",45
"460",19460,460,2.013845567,0.019741815,0.57527891,4.55447147,"cvd_stroke",45
"461",19461,461,80.02528294,0.000592215,0.406554091,5.537042783,"cvd_stroke",45
"462",19462,462,102.8998213,0.001373943,0.288237538,2.920570446,"cvd_stroke",45
"463",19463,463,177.0146334,0.000253746,0.426796678,3.316548169,"cvd_stroke",45
"464",19464,464,4.448764685,0.04118715,0.326124086,5.850410858,"cvd_stroke",45
"465",19465,465,2.656019649,0.009298287,0.563964838,3.49774337,"cvd_stroke",45
"466",19466,466,2.037794841,0.009592307,0.776946576,3.983588834,"cvd_stroke",45
"467",19467,467,2.543185323,0.014019801,0.525789904,3.952349142,"cvd_stroke",45
"468",19468,468,2.42521733,0.014943248,0.527279724,3.58716255,"cvd_stroke",45
"469",19469,469,5.67884599,0.004124678,0.566355136,5.226776195,"cvd_stroke",45
"470",19470,470,17.1858564,0.007004885,0.311793068,3.463908959,"cvd_stroke",45
"471",19471,471,3.541395652,0.023859445,0.411086729,4.766869009,"cvd_stroke",45
"472",19472,472,71.60709138,0.000874133,0.381427788,5.770535053,"cvd_stroke",45
"473",19473,473,2.860255181,0.042007324,0.363618154,5.456623863,"cvd_stroke",45
"474",19474,474,1.799893508,0.001077018,1.407929007,4.696184769,"cvd_stroke",45
"475",19475,475,6.416420415,0.009296416,0.420399901,3.63827729,"cvd_stroke",45
"476",19476,476,5.543015959,0.018390989,0.387815266,5.793635956,"cvd_stroke",45
"477",19477,477,7.233497185,0.019111872,0.30647469,5.359083809,"cvd_stroke",45
"478",19478,478,20.63714457,0.001812783,0.445634322,3.017747649,"cvd_stroke",45
"479",19479,479,2.696894784,0.00799191,0.593229701,5.044411751,"cvd_stroke",45
"480",19480,480,4.807804848,0.019935755,0.367058683,2.601628126,"cvd_stroke",45
"481",19481,481,2.366842266,0.021944575,0.538641258,4.131634657,"cvd_stroke",45
"482",19482,482,2.668156913,0.006211809,0.655888497,4.128753869,"cvd_stroke",45
"483",19483,483,1.663130899,0.017189524,0.750544044,4.867747922,"cvd_stroke",45
"484",19484,484,2.273095105,0.010832564,0.622299436,5.461609213,"cvd_stroke",45
"485",19485,485,3.631741715,0.0118891,0.461293675,2.668662872,"cvd_stroke",45
"486",19486,486,2.95423592,0.041733484,0.421647636,4.438611996,"cvd_stroke",45
"487",19487,487,44.92677991,0.00119779,0.398045334,5.789827536,"cvd_stroke",45
"488",19488,488,2.518682582,0.012658307,0.513822584,4.260161684,"cvd_stroke",45
"489",19489,489,3.496183478,0.002822773,0.640514912,2.763165722,"cvd_stroke",45
"490",19490,490,16.3478087,0.006311503,0.358479115,2.616499198,"cvd_stroke",45
"491",19491,491,2.50200829,0.007111044,0.699468471,4.564693475,"cvd_stroke",45
"492",19492,492,7.965582199,0.015882691,0.331342563,5.193882282,"cvd_stroke",45
"493",19493,493,2.864548944,0.011485535,0.543258631,4.43768509,"cvd_stroke",45
"494",19494,494,4.214732524,0.009078702,0.45002564,5.896912306,"cvd_stroke",45
"495",19495,495,3.854341604,0.018088791,0.453063531,3.548443975,"cvd_stroke",45
"496",19496,496,18.95141955,0.005075431,0.338993206,3.494192308,"cvd_stroke",45
"497",19497,497,36.03576711,0.001570078,0.415676954,3.254336843,"cvd_stroke",45
"498",19498,498,7.168062164,0.007661997,0.390956313,4.003836142,"cvd_stroke",45
"499",19499,499,72.38017006,0.001657611,0.304631024,3.553386968,"cvd_stroke",45
"500",19500,500,6.335677769,0.007528739,0.409662536,5.34752942,"cvd_stroke",45
"501",19501,501,6.925534406,0.029915801,0.246458258,4.106255786,"cvd_stroke",45
"502",19502,502,7.060347828,0.010437663,0.386218879,4.502971136,"cvd_stroke",45
"503",19503,503,7.901190956,0.008624089,0.403970321,3.240028838,"cvd_stroke",45
"504",19504,504,10.40541105,0.00271511,0.479821489,3.445736731,"cvd_stroke",45
"505",19505,505,5.102673109,0.017104709,0.39113473,3.40167649,"cvd_stroke",45
"506",19506,506,2.466855554,0.022520517,0.550675272,4.321644759,"cvd_stroke",45
"507",19507,507,2.494179367,0.018476244,0.630394796,5.341432606,"cvd_stroke",45
"508",19508,508,5.105754698,0.013464184,0.396293304,2.923426745,"cvd_stroke",45
"509",19509,509,3.126707029,0.034856915,0.347702899,5.886845743,"cvd_stroke",45
"510",19510,510,6.573098927,0.022822854,0.321651293,5.092212209,"cvd_stroke",45
"511",19511,511,13.71087977,0.007202604,0.366600086,5.127534215,"cvd_stroke",45
"512",19512,512,2.617425702,0.05168527,0.403840153,3.428636847,"cvd_stroke",45
"513",19513,513,13.86456525,0.010466539,0.26842381,2.675861461,"cvd_stroke",45
"514",19514,514,1.975849238,0.001258357,1.226472785,2.588509145,"cvd_stroke",45
"515",19515,515,2.525131884,0.023019642,0.404629405,2.488227392,"cvd_stroke",45
"516",19516,516,3.171614788,0.017389504,0.446192279,4.967513173,"cvd_stroke",45
"517",19517,517,69.96674869,0.00114206,0.370396814,3.804867458,"cvd_stroke",45
"518",19518,518,4.110158247,0.040319144,0.311435093,3.861131197,"cvd_stroke",45
"519",19519,519,9.035137889,0.003781859,0.463188355,5.286577953,"cvd_stroke",45
"520",19520,520,20.22806055,0.006254032,0.318375007,3.056046904,"cvd_stroke",45
"521",19521,521,9.338657735,0.009207208,0.367857093,2.948472416,"cvd_stroke",45
"522",19522,522,2.440923926,0.002129793,0.740787565,3.228872498,"cvd_stroke",45
"523",19523,523,1.987186318,0.003622326,0.999057812,3.293286041,"cvd_stroke",45
"524",19524,524,2.375025409,0.021058196,0.590017297,5.870530124,"cvd_stroke",45
"525",19525,525,2.384922012,0.043820323,0.423362345,3.890472675,"cvd_stroke",45
"526",19526,526,23.34858813,0.00685709,0.295911444,5.424008815,"cvd_stroke",45
"527",19527,527,1.939179712,0.038572325,0.382264208,4.15560375,"cvd_stroke",45
"528",19528,528,1.917413683,0.008655053,0.752208531,5.657955689,"cvd_stroke",45
"529",19529,529,22.67249725,0.003243406,0.375869858,3.624382705,"cvd_stroke",45
"530",19530,530,3.783546239,0.012393282,0.506033177,4.680060022,"cvd_stroke",45
"531",19531,531,12.47626404,0.008412169,0.316083336,4.479877476,"cvd_stroke",45
"532",19532,532,2.208467502,0.01430896,0.635875488,4.796513739,"cvd_stroke",45
"533",19533,533,2.417858963,0.01249433,0.650280068,3.641089941,"cvd_stroke",45
"534",19534,534,2.149738007,0.007871332,0.717229379,3.011326975,"cvd_stroke",45
"535",19535,535,3.014566702,0.020518235,0.451364027,3.415793948,"cvd_stroke",45
"536",19536,536,38.37669551,0.001086227,0.432874462,5.391838483,"cvd_stroke",45
"537",19537,537,2.153669268,0.024020597,0.490575908,5.125457315,"cvd_stroke",45
"538",19538,538,4.727627316,0.01670875,0.34769803,4.119707964,"cvd_stroke",45
"539",19539,539,1.997181722,0.050807961,0.401269324,4.415072033,"cvd_stroke",45
"540",19540,540,60.20844307,0.001156866,0.354420615,4.98603277,"cvd_stroke",45
"541",19541,541,2.363853336,0.010318041,0.744431064,3.83615143,"cvd_stroke",45
"542",19542,542,6.293771656,0.009053792,0.430613535,3.684495198,"cvd_stroke",45
"543",19543,543,1.823008916,0.033669721,0.491846104,4.180234968,"cvd_stroke",45
"544",19544,544,5.163149714,0.007596629,0.49166844,2.917866067,"cvd_stroke",45
"545",19545,545,2.178909447,0.051502015,0.481874929,2.856143411,"cvd_stroke",45
"546",19546,546,2.291510841,0.005850142,0.954103263,5.118628236,"cvd_stroke",45
"547",19547,547,3.20797946,0.012390952,0.501957113,3.466187965,"cvd_stroke",45
"548",19548,548,15.21619276,0.006773223,0.346778927,3.305654121,"cvd_stroke",45
"549",19549,549,2.442941391,0.009668036,0.638883108,4.151325565,"cvd_stroke",45
"550",19550,550,13.63281064,0.002822243,0.427615868,4.552078923,"cvd_stroke",45
"551",19551,551,2.136961409,0.050202987,0.426982333,3.027564004,"cvd_stroke",45
"552",19552,552,2.955156006,0.030353618,0.414827495,5.49819528,"cvd_stroke",45
"553",19553,553,38.39962166,0.002245336,0.3659382,3.48112168,"cvd_stroke",45
"554",19554,554,2.204119869,0.009118686,0.799355068,4.123036575,"cvd_stroke",45
"555",19555,555,3.248332148,0.037453246,0.361926133,2.412503125,"cvd_stroke",45
"556",19556,556,2.540154,0.014840177,0.507977057,5.330414086,"cvd_stroke",45
"557",19557,557,2.132171497,0.014451817,0.572817328,3.060950484,"cvd_stroke",45
"558",19558,558,73.36050557,0.003271323,0.226111639,2.515279181,"cvd_stroke",45
"559",19559,559,23.76369145,0.003416534,0.345171308,4.871229158,"cvd_stroke",45
"560",19560,560,15.36069274,0.002943204,0.426124429,2.868239852,"cvd_stroke",45
"561",19561,561,27.42758122,0.007062385,0.256613493,5.006830986,"cvd_stroke",45
"562",19562,562,100.1019256,0.002361861,0.239531332,2.768080295,"cvd_stroke",45
"563",19563,563,72.35157458,0.001805029,0.315471215,3.647691411,"cvd_stroke",45
"564",19564,564,6.22002945,0.008685793,0.454667462,3.128777592,"cvd_stroke",45
"565",19565,565,1.752649765,0.023027004,0.60193258,2.731978194,"cvd_stroke",45
"566",19566,566,3.967638735,0.015160839,0.401129894,5.299534954,"cvd_stroke",45
"567",19567,567,2.327968135,0.023386892,0.764703673,2.69787038,"cvd_stroke",45
"568",19568,568,2.224957978,0.021984209,0.656636686,5.015232145,"cvd_stroke",45
"569",19569,569,7.137902227,0.014159236,0.320356494,3.865455121,"cvd_stroke",45
"570",19570,570,3.998910492,0.018534887,0.424575676,5.25134093,"cvd_stroke",45
"571",19571,571,2.482153559,0.012720518,0.652745202,5.217255108,"cvd_stroke",45
"572",19572,572,3.283104001,0.012565658,0.423938946,4.759843905,"cvd_stroke",45
"573",19573,573,3.794993351,0.017672383,0.425117843,3.481772219,"cvd_stroke",45
"574",19574,574,11.05011255,0.007014591,0.387264392,4.311781514,"cvd_stroke",45
"575",19575,575,2.080998991,0.032668249,0.573224944,5.653415373,"cvd_stroke",45
"576",19576,576,2.144048366,0.032573252,0.480812424,4.138813989,"cvd_stroke",45
"577",19577,577,20.97596759,0.006431808,0.28546208,5.646825017,"cvd_stroke",45
"578",19578,578,6.428854107,0.016896902,0.364704227,5.054210434,"cvd_stroke",45
"579",19579,579,89.6677864,0.001330048,0.29964901,2.915410696,"cvd_stroke",45
"580",19580,580,2.400031294,0.017140468,0.572523926,4.548366122,"cvd_stroke",45
"581",19581,581,1.971235181,0.017235775,0.625606705,4.872393556,"cvd_stroke",45
"582",19582,582,4.111805207,0.036853664,0.330797803,5.898259558,"cvd_stroke",45
"583",19583,583,1.962116232,0.054408701,0.428262516,5.191210494,"cvd_stroke",45
"584",19584,584,2.387963301,0.017836666,0.559263428,3.763756213,"cvd_stroke",45
"585",19585,585,2.388680012,0.031723208,0.421028178,2.650389656,"cvd_stroke",45
"586",19586,586,3.024536816,0.015897964,0.445626791,5.600088786,"cvd_stroke",45
"587",19587,587,6.683556582,0.020896498,0.313607671,4.983375565,"cvd_stroke",45
"588",19588,588,2.312388333,0.009037445,0.65674272,5.419875436,"cvd_stroke",45
"589",19589,589,17.83335925,0.00491502,0.352002802,5.603388384,"cvd_stroke",45
"590",19590,590,8.938830165,0.007225053,0.389573976,4.261978502,"cvd_stroke",45
"591",19591,591,2.471313654,0.022847973,0.481183196,5.508850525,"cvd_stroke",45
"592",19592,592,27.3399086,0.002412373,0.387151306,3.348439494,"cvd_stroke",45
"593",19593,593,2.600733464,0.017800759,0.526547407,3.832947956,"cvd_stroke",45
"594",19594,594,3.447168928,0.037929852,0.343861508,2.683716611,"cvd_stroke",45
"595",19595,595,21.36773559,0.003215905,0.362360059,4.198388172,"cvd_stroke",45
"596",19596,596,4.427026331,0.008863452,0.463785775,5.245600407,"cvd_stroke",45
"597",19597,597,2.443492949,0.009097736,0.688415664,5.464791235,"cvd_stroke",45
"598",19598,598,7.469716593,0.006480429,0.437118742,4.486919844,"cvd_stroke",45
"599",19599,599,5.751356038,0.000991514,0.672623061,4.339751936,"cvd_stroke",45
"600",19600,600,2.578450389,0.034954173,0.413035481,5.446001652,"cvd_stroke",45
"601",19601,601,2.185171671,0.034664585,0.447647126,3.323813406,"cvd_stroke",45
"602",19602,602,3.919094172,0.025791121,0.36498984,3.912751483,"cvd_stroke",45
"603",19603,603,3.460650194,0.038942553,0.336838008,3.792034119,"cvd_stroke",45
"604",19604,604,1.990281602,0.022148923,0.638712622,4.812703727,"cvd_stroke",45
"605",19605,605,2.072996449,0.012127594,0.681719899,4.165943843,"cvd_stroke",45
"606",19606,606,2.569799616,0.02651355,0.497851704,3.599216636,"cvd_stroke",45
"607",19607,607,3.457580056,0.033621085,0.358367283,3.85497093,"cvd_stroke",45
"608",19608,608,2.326871498,0.01965692,0.53957855,5.407155893,"cvd_stroke",45
"609",19609,609,6.524817311,0.014565656,0.371760618,5.456655191,"cvd_stroke",45
"610",19610,610,1.968376115,0.008009013,0.588915175,5.736137937,"cvd_stroke",45
"611",19611,611,15.03263262,0.003743355,0.420548607,5.135153944,"cvd_stroke",45
"612",19612,612,2.192768492,0.036025445,0.521825666,3.182268926,"cvd_stroke",45
"613",19613,613,2.717595214,0.054314621,0.365402202,4.519380894,"cvd_stroke",45
"614",19614,614,2.568229719,0.027596871,0.580084196,4.114470941,"cvd_stroke",45
"615",19615,615,49.78918521,0.002495298,0.32570794,4.356823347,"cvd_stroke",45
"616",19616,616,52.62601315,0.00184293,0.32953934,4.49064158,"cvd_stroke",45
"617",19617,617,2.218292997,0.032426755,0.507009679,2.405159675,"cvd_stroke",45
"618",19618,618,35.70462286,0.00184711,0.375394198,3.598492336,"cvd_stroke",45
"619",19619,619,9.981997172,0.007031841,0.37319061,4.437394035,"cvd_stroke",45
"620",19620,620,3.192964861,0.017984701,0.488824174,4.317953236,"cvd_stroke",45
"621",19621,621,7.165686378,0.006135845,0.433135736,3.791484824,"cvd_stroke",45
"622",19622,622,2.57015673,0.00522625,0.801610762,4.254813214,"cvd_stroke",45
"623",19623,623,2.421668663,0.027096565,0.465876086,5.835452197,"cvd_stroke",45
"624",19624,624,2.363526579,0.001271146,0.931435638,5.121944763,"cvd_stroke",45
"625",19625,625,4.705343864,0.011750242,0.410416989,4.354621308,"cvd_stroke",45
"626",19626,626,1.883951807,0.001846297,0.953909001,5.143609323,"cvd_stroke",45
"627",19627,627,5.454536662,0.010708673,0.436497255,4.391240665,"cvd_stroke",45
"628",19628,628,2.596539071,0.006580117,0.787653328,2.735113081,"cvd_stroke",45
"629",19629,629,3.211023286,0.029258005,0.40083964,2.795723983,"cvd_stroke",45
"630",19630,630,19.74851582,0.005524943,0.335066319,3.269168796,"cvd_stroke",45
"631",19631,631,2.154336306,0.016041589,0.584869293,4.214470885,"cvd_stroke",45
"632",19632,632,4.123998386,0.01042826,0.442212094,3.683872831,"cvd_stroke",45
"633",19633,633,2.373558629,0.008611983,0.695459598,4.712818795,"cvd_stroke",45
"634",19634,634,2.244460897,0.016431214,0.634359457,5.377089739,"cvd_stroke",45
"635",19635,635,64.75936712,0.000895948,0.39774524,4.466968325,"cvd_stroke",45
"636",19636,636,2.511312596,0.040827304,0.444898105,4.699654284,"cvd_stroke",45
"637",19637,637,1.909945446,0.002117467,1.198788827,4.04118553,"cvd_stroke",45
"638",19638,638,154.6182555,0.000304172,0.396619616,2.956598191,"cvd_stroke",45
"639",19639,639,12.31666971,0.017024847,0.257225388,2.436231392,"cvd_stroke",45
"640",19640,640,2.018116621,0.017300805,0.559080246,4.157550632,"cvd_stroke",45
"641",19641,641,2.050063001,0.001275442,1.31704988,4.685394066,"cvd_stroke",45
"642",19642,642,21.80131208,0.001032966,0.4780074,3.269373439,"cvd_stroke",45
"643",19643,643,7.735743139,0.005824266,0.424343011,3.561433345,"cvd_stroke",45
"644",19644,644,3.705571931,0.004658345,0.59015316,5.445475628,"cvd_stroke",45
"645",19645,645,2.461679348,0.015042461,0.690820745,4.325829114,"cvd_stroke",45
